ع/ر  المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;العنوان
24;المنستير;المنستير;م.إبت.خ ارشيماد الصغير;ابتدائي;نهج منداس فرنس سقانص
24;المنستير;جمال;م.إبت.خ التفوق (التميز) جمال;ابتدائي;حي المروج نهج الاكليل
24;المنستير;جمال;م.إبت.خ المثالية جمال;ابتدائي;نهج أبو القاسم الشابي 
24;المنستير;زرمدين;م.إبت.خ الارتقاء زرمدين;ابتدائي;حي المنار زرمين   المنستير
24;المنستير;المنستير;م.إبت.خ النخبة المنستير;ابتدائي;شارع هعلي بورقيبة سقانص
24;المنستير;طبلبة;م.إبت.خ التوفيق طبلبة;ابتدائي;نهج الأمام الغزالي 
24;المنستير;المنستير;م.إبت.خ الارتقاء ( قوس قزح ) المنستير;ابتدائي;شارع محمد الهادي خفشة
24;المنستير;جمال;م.إبت.خ الحديثة جمال;ابتدائي;حي السّلامة طريق منزل الكامل جمّال 5020
24;المنستير;الساحلين;م.إبت.خ الفرابي الساحلين;ابتدائي;نهج الهادي شاكر الساحلين
24;المنستير;المنستير;م.إبت.خ  بيتاقور المنستير;ابتدائي;نهج محمد الزيلي الحي الرابع المنستير
24;المنستير;المكنين;م.إبت.خ دريم سكول مكنين;ابتدائي;نهج عثمان بن عفان
24;المنستير;جمال;م.إبت.خ اقرا زاوية قنطش جمال;ابتدائي;نهج أبو بكر الصديق زاوية قنطش - جمال
24;المنستير;المكنين;م.إبت.خ القلم الذهبي المكنين;ابتدائي;نهج عبد الحكيم الذوادي
24;المنستير;الوردنين;م.إبت.خ ابن رشيق الوردانين;ابتدائي;شارع الحرية الوردانين
24;المنستير;بني حسان;م.إبت.خ الامد بني حسان;ابتدائي;ساحة عبد الرحمان الدهماني ، طريق المندرة بني حسان
24;المنستير;البقالطة;م.إبت.خ الحديثة;ابتدائي;حي السلامة طريق منزل كامل جمال
24;المنستير;المنستير;م.إبت.خ اكاديمية المعرفة;ابتدائي;شارع محمد صالح الصيادي المنستير
24;المنستير;المكنين;م.إبت.خ السفير;ابتدائي;نهج طارق بن زياد
24;المنستير;الساحلين;م.إبت.خ الابداع;ابتدائي;سيدي عامر - طريق الوردانين
24;المنستير;الساحلين;م.إبت.خ الامد;ابتدائي;شارع الحبيب بورقيبة الساحلين
24;المنستير;بنبلة;م.إبت.خ هاي سكول;ابتدائي;طريق بنان الحرقوسية
24;المنستير;المنستير;"م.إبت.خ ""لارونيسنس """;ابتدائي;المنطقة الصناعية - طريق خنيس
24;المنستير;قصر هلال;المدرسة الابتدائية الخاص الدولية;ابتدائي;شارع البيئة قصر هلال
24;المنستير;زرمدين;"م.إبت.خ ""الخوارزمي "" زرمدين";ابتدائي;شارع الحبيب بورقيبة 
24;المنستير;الساحلين;المدرسة الخاصة ROYAL;ابتدائي;طريق مسجد عيسى الساحلين 
24;المنستير;قصر هلال;"م.إبت.خ "" قرطاج سكول """;ابتدائي;المنطقة الصناعية
24;المنستير;قصر هلال;"م.إبت.خ ""الخطوة الأولى""";ابتدائي;
24;المنستير;المكنين;"م.إبت.خ "" إيتنسال""";ابتدائي;حي سيدي مأمون
24;المنستير;زرمدين;"م.إبت.خ ""العقل الذهبي """;ابتدائي;شارع حنبعل
24;المنستير;البقالطة;"م.إبت.خ ""نور الامتياز""الحي الجديد البقالطة";ابتدائي;الحي الجديد بالبقالطة
24;المنستير;البقالطة;"م.إبت.خ ""النورس"" البقالطة";ابتدائي;نهج المنصورة طريق زبيد البقالطة
24;المنستير;صيادة لمطة بوحجر;"م.إبت.خ ""سنابل الأمل""صيادة ";ابتدائي;نهج بيرم التونسي بصيادة 
24;المنستير;طبلبة;أكادمية الحبيب بورقيبة ;ابتدائي;شارع الجمهورية طبلبة 
24;المنستير;زرمدين;النجاح;ابتدائي;منزل الحياة
24;المنستير;جمال;م.إبت.خ AhmedEucation;ابتدائي;شارع الكرامة جمال الطريق الحزامية
24;المنستير;الساحلين;م.إبت.خ جمال الدين ابن منظور;ابتدائي;كلم 2 طريق سيدي عامر الوردانين
24;المنستير;بنبلة;م.إبت.خ زينة سكول;ابتدائي;طريق قصر هلال بنبلة
24;المنستير;المنستير;م.إبت.خ Farabi School;ابتدائي;حي الرياض سقانص المنستير
24;المنستير;المكنين;م.إبت.خ مرايا المعرفة سكول ;ابتدائي;نهج ابن رشد المكنين
25;سوسة;سوسة الجوهرة;م.إبت.خ صلاح الدين الأيوبي سوسة;ابتدائي;نهج البشير معروف سوسة جوهرة
25;سوسة;سوسة المدينة;م.إبت.خ الأخوات جوزفين;ابتدائي;13نهج الأخت جوزيفين سوسة
25;سوسة;سوسة الجوهرة;م.إبت.خ الأمير الصغير سوسة;ابتدائي;نهج المنجي قريرة سهلول 3 سوسة
25;سوسة;سوسة الجوهرة;م.إبت.خ ابن خلدون سوسة;ابتدائي;حي الصفايا – ساحة المغرب العربي الكبير –  سوسة
25;سوسة;مساكن;م.إبت.خ المعرفة مساكن;ابتدائي;نهج وهران مساكن
25;سوسة;سوسة الجوهرة;م.إبت.خ فرنسواز دولتو;ابتدائي;03 عبد العزيز الثعالبي سوسة - جوهرة 
25;سوسة;سوسة الجوهرة;م.إبت.خ العلماء ماجيك لاند;ابتدائي;نهج العلماء بوحسينة
25;سوسة;سوسة الجوهرة;م.إبت.خ جزيرة الأحلام;ابتدائي;خلف المعهد النموذجي-سهلول2-سوسة جوهرة
25;سوسة;سوسة الجوهرة;م.إبت.خ الصديق 1 سهلول 2;ابتدائي;
25;سوسة;سوسة الجوهرة;م.إبت.خ فاطمة الزهراء;ابتدائي;نهج المنصف بن عامر-خزامة الغربية
25;سوسة;سوسة المدينة;م.إبت.خ القدس;ابتدائي;نهج القدس الكرنيش سوسة
25;سوسة;مساكن;م.إبت.خ القادة;ابتدائي;نهج الورود سيدي عبار مساكن
25;سوسة;حمام سوسة;م.إبت.خ دي لافونتان;ابتدائي;09 نهج غرة جوان 1955 حمام سوسة - سوسة
25;سوسة;سوسة الجوهرة;م.إبت.خ  الشابي حمام سوسة;ابتدائي;نهج أحمد زكريا سهلول 
25;سوسة;سوسة الجوهرة;م.إبت.خ voltaire;ابتدائي;شارع محمد القروي نهج الشريف السوسي جوهرة سوسة
25;سوسة;سوسة الرياض;م.إبت.خ الرحمة سوسة الرياض;ابتدائي;6 نهج الفتح حي الرياض سوسة
25;سوسة;القلعة الكبيرة;م.إبت.خ دريم سكول القلعة الكبرى;ابتدائي;نهج 14 جانفي الحي الجديد القلعة الكبرى
25;سوسة;أكودة;م.إبت.خ الافاق الجديدة مركب زيني فيلم اكودة;ابتدائي;مركب زيني فيلم اكودة
25;سوسة;سوسة الجوهرة;م.إبت.خ مركب الامتياز بوحسينة للتربية والتعليم سوسةجوهرة;ابتدائي;نهج سمرقند /بوحسينة /سوسة
25;سوسة;النفيضة;م.إبت.خ الخلدونية النفيضة;ابتدائي;شارع حشاد- نهج الخليل  
25;سوسة;سوسة الجوهرة;م.إبت.خ هابي شايلد;ابتدائي;1 نهج الطوغو سهلول 1
25;سوسة;حمام سوسة;م.إبت.خ الانس;ابتدائي;النرجس 2 القنطاوي حمام سوسة
25;سوسة;سوسة المدينة;م.إبت.خ بيتاقور;ابتدائي;نهج عبد العزيز الباهي -خزامة الشرقية - سوسة
25;سوسة;سوسة الجوهرة;م.إبت.خ الصديق 2;ابتدائي;شارع الصادق المقدم سهلول 2 سوسة
25;سوسة;القلعة الكبيرة;م.إبت.خ باسكال سكول;ابتدائي;شارع البيئة القلعة الكبرى
25;سوسة;سوسة الرياض;م.إبت.خ جنتي;ابتدائي;نهج موسى بن نصير حي الرياض
25;سوسة;النفيضة;م.إبت.خ طريق الامتياز;ابتدائي;حي الياسمين -النفيضة
25;سوسة;سوسة الجوهرة;م.إبت.خ جون دوي;ابتدائي;Lot 47 - 48 Sahloul 4 
25;سوسة;سوسة الجوهرة;م.إبت.خ العلم;ابتدائي;حي بوخزر  بوحسينة  سوسة
25;سوسة;سوسة الجوهرة;م.إبت.خ المتفوقون;ابتدائي;تقسيم عدد 156 سهلول 4
25;سوسة;مساكن;م.إبت.خ البديل;ابتدائي;المدرسة الابتدائية الخاصة البديل مساكن طريق القيروان مساكن
25;سوسة;الزاوية القصيبة الثريات;م.إبت.خ فيكتور هيقو;ابتدائي;شارع المغرب العربي زاوية سوسة
25;سوسة;سوسة الرياض;م.إبت.خ الرحمة 2;ابتدائي;نهج المرجان سوسة الرياض
25;سوسة;سوسة الجوهرة;م.إبت.خ ماري كوري;ابتدائي;سهلول 4 سوسة 
25;سوسة;سوسة الجوهرة;م.إبت.خ الأمد;ابتدائي;شارع الصادق المقدم سهلول 1
25;سوسة;سوسة الرياض;م.إبت.خ قادة الغد;ابتدائي;34 نهج الشوري
25;سوسة;سوسة المدينة;م.إبت.خ ديكرولي سكول;ابتدائي;نهج  ام العرائس   خزامة  الشرقية  سوسة 
25;سوسة;سوسة الجوهرة;م.إبت.خ آي سكول;ابتدائي;عمر ابن عبد العزيز بوحسينة سوسة
25;سوسة;سوسة الجوهرة;م.إبت.خ النجاح;ابتدائي;شارع الدكتور عبد العزيز غشام سهلول3 سوسة جوهرة
25;سوسة;سوسة الرياض;م.إبت.خ الأهرام;ابتدائي;59 شارع الولايات المتحدة
25;سوسة;الزاوية القصيبة الثريات;م.إبت.خ الياسمين;ابتدائي;rue kods zaouiet sousse
25;سوسة;القلعة الصغيرة;م.إبت.خ EPI School;ابتدائي;الطريق الحزامية سهلول القلعة الصغرى سوسة
25;سوسة;أكودة;م.إبت.خ ACADIE;ابتدائي;مفترق الهادي نويرة
25;سوسة;مساكن;م.إبت.خ المجمع التعليمي دافنشي;ابتدائي;نهج الجزائر وراء المعهد الفني عثمان الشطي
25;سوسة;مساكن;م.إبت.خ أميلكار;ابتدائي;طريق المعهد الثانوي بالمسعدين
25;سوسة;القلعة الكبيرة;م.إبت.خ شاطو لاتور;ابتدائي;شارع فرحات حشاد الزعارنة الشرقية
25;سوسة;سوسة الرياض;"م.إبت.خ ""المعهد الفرنسي الخاص محمد إدريس""";ابتدائي;القطب التنموي بسوسة
25;سوسة;سوسة الرياض;م.إبت.خ برستيني بحي الرياض;ابتدائي;حمام معروف القطب التكنولوجي  سوسة
25;سوسة;مساكن;م.إبت.خ مؤسسة بن عبد الكريم للتعليم الخاص;ابتدائي;54 شارع أحمد ابن أبي الضياف
25;سوسة;سوسة الجوهرة;م.إبت.خ اكاديمية النور ببوخزر ;ابتدائي;نهج حسونة العياشي بوخزر سوسة
