ع/ر  المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;العنوان
26;نابل;الحمامات;م.إبت.خ مدرستي الحمامات;ابتدائي;نهج فيصل ابن عبد العزيز 
26;نابل;سليمان;م.إبت.خ سيني سكول سليمان;ابتدائي;نهج مصر سليمان الرياض
26;نابل;الحمامات;م.إبت.خ المثالية + الحمامات;ابتدائي;شارع 3 اوت الطريق الحزامية حمامات
26;نابل;قليبية;م.إبت.خ الحكمة قليبية;ابتدائي;نهج الجامعة العربية قليبية
26;نابل;منزل بوزلفة;م.إبت.خ الأسوة الحسنة منزل بوزلفة;ابتدائي;نهج المنجي سليم طريق تاكلسة
26;نابل;نابل;م.إبت.خ  القطب prima pole نابل;ابتدائي;شارع علي الدغباجي نابل 
26;نابل;منزل تميم;م.إبت.خ قرطاج سكول منزل تميم;ابتدائي;نهج الحاج البشير بن فضل منزل تميم
26;نابل;نابل;م.إبت.خ الحياة الحمامات;ابتدائي;شارع 3 اوت الحمامات
26;نابل;الحمامات;م.إبت.خ بانوراما سكول الحمامات;ابتدائي;الطريق الحزامية - حيالناظور - الحمامات
26;نابل;بني خلاد;م.إبت.خ اشراقة الغد;ابتدائي;طريق الملعب
26;نابل;نابل;م.إبت.خ LE POLE LIGHT;ابتدائي;شارع المغرب حي سليمان الرياض
26;نابل;بني خيار;م.إبت.خ منصور الحديثة;ابتدائي;Avenue habib Bourguiba Beni Khiar
26;نابل;قربة;م.إبت.خ اروى للعلوم والتربية;ابتدائي;طريق قربة كلم 1 منزل تميم
26;نابل;الحمامات;م.إبت.خ اكاديمية الاندلسية;ابتدائي;شارع محمد الخامس منارة الحمامات 
26;نابل;نابل;م.إبت.خ العربية;ابتدائي;شارع الدالي الجازي . حي مورا نابل
26;نابل;قليبية;م.إبت.خ أنشتاين أكاديمي;ابتدائي;نهج عزيز حميد حي الزهور قليبية
26;نابل;نابل;م.إبت.خ دريم سكول;ابتدائي;9, تقسيم عزيز سليمان
26;نابل;منزل تميم;م.إبت.خ حنين سكول;ابتدائي;نهج أريحة منزل تميم
26;نابل;نابل;م.إبت.خ Eveil Plus;ابتدائي;حي الوفاء AFH2 نابل
26;نابل;قليبية;م.إبت.خ الامتياز قليبية;ابتدائي;نهج الأردن قليبية
26;نابل;نابل;"م.إبت.خ ""فيوتشر كيدز""";ابتدائي;نهج اسطنبول نابل
26;نابل;سليمان;"م.إبت.خ ""Classe Kids""";ابتدائي;تقسيم القاطرة عـ506ـدد نهج خير الدين بربروس سليمان الرياض
26;نابل;قربة;م.إبت.خ Créative school بقربة;ابتدائي;شارع الحبيب بورقيبة قربة
26;نابل;سليمان;م. ابت.خ المجد;ابتدائي;38 نهج العربية السعودية سليمان الرياض
13;سيدي بوزيد;سوق الجديد;م.اب.خ منارة يونس;ابتدائي;سوق الجديد
14;قفصة;أم العرايس;ابن خلدون;ابتدائي;حي الأخوة بأم العرائس
15;توزر;حزوة;طريق التميز;ابتدائي;شارع الجمهورية بحزوة
23;القيروان;القيروان الجنوبية;مركب الطفولة ABC;ابتدائي;المنصورة نهج الزيتونة
23;القيروان;القيروان الشمالية;م.إبت.خ 3M;ابتدائي;القيروان الشمالية 
22;المهدية;قصور الساف;م.إبت.خ LE SAVOIR ;ابتدائي;شارع الهادي شاكر نهج الحمام قصور الساف - المهدية
1;تونس 1;تونس المدينة;المعهد الخاص العهد الجديد;ثانوي;8 نهج غرنوطة باب بنات تونس
1;تونس 1;تونس المدينة;المعهد الخاص الإزدهار الثقافي;ثانوي;35نهج لينين تونس
1;تونس 1;تونس المدينة;المدرسة العصرية الخاصة;ثانوي;16 نهج دمشق 
1;تونس 1;الخضراء;المدرسة الإعدادية الخاصة البحيرة1;ثانوي;1 نهج بحيرة أونتاريو ضفاف البحيرة 1 تونس
1;تونس 1;الكرم;المدرسة الإعدادية الخاصة البحيرة بالكرم ;ثانوي;المنطقة الصناعة خير الدّين قطعة 12ـ1ـ5ـ2015 نهج الخوارزمي 
1;تونس 1;تونس المدينة;المعهد الخاص النجاح;ثانوي;
1;تونس 1;المرسى;المعهد الثانوي الخاص أملكار المرسى;ثانوي;29 نهج الخوارزمي مرسى السعادة
1;تونس 1;المرسى;المدرسة الإعدادية الخاصة رواد طيبة سيدي داود;ثانوي;المنطقة الصناعية سيدي داود المرسى تونس
1;تونس 1;الكرم;المدرسة الإعدادية أكسفورد;ثانوي;35 نهج سقراط م الصناعية الكرم حلق الوادي 
1;تونس 1;باب سويقة;المعهد الخاص المعرفة باب سويقة;ثانوي;26 نهج  حمام الرميمي باب سويقة  تونس 
1;تونس 1;الخضراء;المدرسة الإعدادية كنوبس الشرقية 1;ثانوي;نهج المعامل ملاصق لشركة اوريدو بالشرقية 1
1;تونس 1;الخضراء;"المدرسة الاعدادية الخاصة ""مالك الصغير""";ثانوي;
1;تونس 1;تونس سيدي البشير;المعهد الثانوي الخاص الطاهر الحداد;ثانوي;25 نهج بقيرة سيدي البشير تونس
1;تونس 1;تونس باب بحر;المعهد الخاص إقبال;ثانوي;12 نهج هولاندة-تونس
1;تونس 1;تونس باب بحر;المعهد الخاص الخلدونية;ثانوي;26 مكرر نهج الهند تونس
1;تونس 1;تونس باب بحر;المعهد الخاص الـــــــبــــيــــان;ثانوي;06 نهج جبل منصور لافيات تونس 
1;تونس 1;حلق الوادي;مؤسسة محمد سامي للتعليم الخاص;ثانوي;3 نهج سقراط المنطقة الصناعية خير الدين حلق الوادي
1;تونس 1;حلق الوادي;المدرسة الإعدادية الخاصة لاجوكندا بالبحيرة 2;ثانوي;حي الصنوبر ضفاف البحيرة 2
1;تونس 1;تونس المدينة;5المدرسة الثانوية الخاصة نهج الجزائر;ثانوي;5 نهج الجزائر تونس 1000
1;تونس 1;الكرم;المدرسة الثانوية الدولية البريطانية الخاصة بتونس;ثانوي;42 نهج سقراط المنطقة الصناعية 2015 الكرم
1;تونس 1;قرطاج;المعهد الخاص قرطاج بيرصا;ثانوي;17 نهج 02 مارس 1934 قرطاج بيرسا
1;تونس 1;المرسى;المعهد الخاص ابن الهيثم;ثانوي;8 نهج عمر الخيام المرسى تونس
1;تونس 1;المرسى;المعهد الخاص ابو القاسم الشكي;ثانوي;07 نهج عمر ابن ابي ربيعة مرسى الشاطىء
1;تونس 1;تونس باب بحر;المعهد الخاص مستقبلي;ثانوي;18 شارع قرطاج تونس
1;تونس 1;الخضراء;المعهد الخاص كنوبس;ثانوي;نهج المعامل ملاصق لشركة اوريدو بالشرقية 1
1;تونس 1;حلق الوادي;المعهد الخاص الفوز;ثانوي;8 نهج الحبيب ثامر خبر الدين حلق الوادي
1;تونس 1;باب سويقة;المعهد الخاص الوفاء باب سويقة;ثانوي;
1;تونس 1;تونس المدينة;معهد لوي باستور الخاص;ثانوي;
1;تونس 1;قرطاج;المدرسة الدولية الخاصة بقرطاج;ثانوي;نهج صدر بعل حدائق قرطاج
1;تونس 1;الخضراء;المدرسة الثانوية الكندية بتونس;ثانوي;1 نهج التجارة الشرقية 1 تونس
1;تونس 1;تونس المدينة;المدرسة الخاصة النجمة;ثانوي;31 نهج القصبة تونس 
1;تونس 1;الخضراء;"المدرسة الإعدادية الخاصة ""le bahut school""بالحي الالمبي";ثانوي;06-نهج محمد علي عقيد-الحي الأولمبي
1;تونس 1;حلق الوادي;المدرسة الإعدادية الخاصة روني ديكارت ضفاف البحيرة 2;ثانوي;شارع الفروة - تقسيم الصنوبر ضفاف البحيرة 2،حلق الوادي تونس
1;تونس 1;المرسى;المدرسة الخاصة دجيفنشي سكول;ثانوي;1 مكرر نهج المعري المرسى
1;تونس 1;الوردية; المعهد الخاص الامتياز;ثانوي;50 شارع 3اوت الوردية
1;تونس 1;تونس باب بحر; مؤسسة بوعبدلي 8 نهج انغولا;ثانوي;8 نهج أنغولا
1;تونس 1;الكرم;المعهد الخاص الحسن;ثانوي;9 نهج عنابة الكرم تونس
1;تونس 1;تونس المدينة;المعهد الخاص ابن قتيبة;ثانوي;
1;تونس 1;الكرم;المؤسسة الخاصة لقمان الحكيم;ثانوي;نهج افلاطون عدد 44 المنطقة الصناعية خير الدين حلق الوادي البحيرة 3
1;تونس 1;تونس باب بحر; المعهد الخاص عمر الخيام;ثانوي;المنطقة الصناعية خيردين
1;تونس 1;تونس المدينة;المعهد الخاص الحسين;ثانوي;19 مكرر نهج الطاهر حداد منفلوري تونس
1;تونس 1;تونس باب بحر;المعهد الخاص صميدة;ثانوي;48 نهج علي بن غذاهم تونس
1;تونس 1;المرسى;المدرسة الإعدادية الخاصة أميلكار2 المرسى;ثانوي;29 نهج الخوارزمي مرسى السعادة
1;تونس 1;الكرم;"المعهد الخاص البحيرة بضفاف البحيرة الكرم "" اللغماني """;ثانوي;المنطقة الصناعية خير الدين قطعة 12-1-5-2015
1;تونس 1;باب سويقة;المعهد الخاص الأفق;ثانوي;55 نهج العسل
2;تونس 2;سيدي حسين;المعهد الخاص المجد;ثانوي;شارع الحبيب بورقيبة حي بوقطفة
2;تونس 2;الحرايرية;المدرسة الإعدادية الخاصة ابن حزم العقبة;ثانوي;39 نهج التناغم حي الاذاعة العقبة الحرايرية
2;تونس 2;الحرايرية;المدرسة الإعدادية الخاصة يحي سكول بالحرايرية;ثانوي;1 سوق السرجين حي الراشيدية الزهروني
2;تونس 2;الحرايرية;المدرسة الإعدادية الخاصة بحر العلوم;ثانوي;42500 و636 الزهرني
2;تونس 2;باردو;"المعهد الخاص ""اميل زولا ""بقصر السعيد";ثانوي;قصر السعيد 2 
2;تونس 2;باردو;المعهد الخاص الامل;ثانوي;6 مكرر نهج الحسين بن علي قصر السعيد باردو 
2;تونس 2;باردو;المعهد الخاص مصطفى كمال بباردو ;ثانوي;116 شارع 20 مارس 1956 باردو
2;تونس 2;باردو;المدرسة الإعدادية الخاصة جون جاك روسو باردو;ثانوي;18 نهج ابن خلدون باردو  
2;تونس 2;المنزه;المدرسة الإعدادية الخاصة الشنوفي ميتوالفيل;ثانوي;1 نهج الرياض ميتوال فيل
2;تونس 2;المنزه;"المدرسة الإعدادية الخاصة ""الاطلس"" ميتوالفيل";ثانوي;40 نهج طارق ابن زياد موتيال فيل
2;تونس 2;المنزه;المعهد الخاص نورالدين الشملي;ثانوي;5 نهج ابن حمديس المنزه 1
2;تونس 2;العمران;المعهد الخاص الرشاد;ثانوي;01 شارع 20 مارس باب سعدون
2;تونس 2;المنزه;مؤسسة عليسة;ثانوي; rue mahmoud ghaznAoui 22 menzah4
2;تونس 2;المنزه;مدرسة حنبعل الخاصة;ثانوي;47 نهج محمد عبد الوهاب المنار1
2;تونس 2;العمران;المعهد الخاص النخبة;ثانوي;34 نهج أحمد أمين العمران
2;تونس 2;التحرير;المدرسة الإعدادية الخاصة الشعلة;ثانوي;6 نهج 62127 حي الصديق العمران الأعلى
2;تونس 2;باردو;المعهد الخاص بيرم التونسي;ثانوي;66 شارع بيرم التونسي باردو
2;تونس 2;العمران الأعلى;المعهد الخاص الآفاق;ثانوي;05نهج 62104 حي ابن خلدون 
2;تونس 2;الحرايرية;المعهد الخاص الخوارزمي;ثانوي;2 نهج سوق البلاغجية الزهروني
2;تونس 2;العمران الأعلى;المعهد الخاص الإنطلاقة;ثانوي;15 نهج الصغير الفندولي حي الانطلاقة
2;تونس 2;العمران الأعلى;المعهد الخاص لؤلؤة المشكاة بالعمران الأعلى;ثانوي;المنطقة الصناعية حي ابن خلدون العمران الاعلى نهج 6218
2;تونس 2;باردو;المعهد الخاص المنهل;ثانوي;56 شارع 02 مارس 1934
2;تونس 2;باردو;المعهد الخاص لافونتان;ثانوي;24 شارع المنجي سليم باردو
2;تونس 2;باردو;المدرسة الإعدادية الخاصة ابن سينا;ثانوي;10 نهج أحمد التليلي باردو
2;تونس 2;باردو;المدرسة الإعدادية الخاصة محمود المسعدي باردو;ثانوي;13 نهج صلاح الدين الأيوبي
2;تونس 2;الحرايرية;المعهد الخاص رسلان سكول بالزهروني;ثانوي;20 مكرر شارع النخيل الزهروني 
2;تونس 2;باردو;المعهد الخاص صدربعل;ثانوي;132 نهج العربي زروق 
2;تونس 2;المنزه;المدرسة الإعدادية الخاصة الأفق بالمنار1;ثانوي;5 مكرر شارع محمد عبد الوهاب المنار 1
2;تونس 2;المنزه;المعهد الخاص فوغالي;ثانوي;شارع البيئة سيدي حسين 
3;أريانة;أريانة;معهد المنقذ الخاص بأريانة;ثانوي;03 نهج مالي أريانة الجديدة
3;أريانة;أريانة;المعهد الثانوي الخاص الخوارزمي;ثانوي;04 نهج البشير سعود-اريانة
3;أريانة;حي التضامن;معهد النصر الخاص;ثانوي;شارع ابن خلدون نهج الاعشى التضامن اريانة 
3;أريانة;أريانة;بيت الحكمة;ثانوي;75 شارع افريقيا المنزه 5
3;أريانة;أريانة;م .إ .خ سليم النصر 2;ثانوي;تقسيم E 40 النصر 2 
3;أريانة;أريانة;المعهد الثانوي الخاص الجمهورية;ثانوي;02 نهج ابن المقفع حي التعمير 1 أريانة
3;أريانة;أريانة;المعهد الخاص دار المعارف المنزه 6;ثانوي;10 نهج حليمة السعدية المنزه 6
3;أريانة;أريانة;م.إ .الخاصة ينبوع المعرفة;ثانوي;رياض الأندلس نهج الورود
3;أريانة;أريانة;المعهد الخاص المنزه;ثانوي;14 نهج حسان ابن ثابت المنزه السادس
3;أريانة;أريانة;المعهد الرشيدي الخاص;ثانوي;26 شارع فرحات حشاد اريانة
3;أريانة;أريانة;معهد ريني ديكارت الخاص النصر 2;ثانوي;شارع جاكارند النصر 2
3;أريانة;أريانة;المعهد الثانوي الخاص سليم سكول النصر 2;ثانوي;تقسيم E 39 النصر 2 
3;أريانة;سكرة;المدرسة الإعدادية الخاصة الفوز الدولية بسكرة;ثانوي;تونس شطرانة 03 نهج المسعودي
3;أريانة;المنيهلة;المدرسة الإعدادية الخاصة سليمة سكول;ثانوي;حدائق المنزه1
3;أريانة;أريانة;م. إ ع .الخاصة تو ذو توب أكدمي;ثانوي;20 نهج أوكرانيا النصر1
3;أريانة;رواد;م.إع.الخاصة جون جاك روسو;ثانوي;14 نهج سالم بو حاجب المنزه 8 اريانة
3;أريانة;رواد;م.إع. الخاصة ايسور Essor Edu;ثانوي;مقطع 87 المنطقة الصناعية شطرانة 1
3;أريانة;أريانة;المعهد الخاص فينكس;ثانوي;52 شارع معاوية ابن ابي سفيان المنزه 7
3;أريانة;أريانة;المعهد الخاص ماري كوري;ثانوي;11 نهج عبد العزيز المستوري النصر 2 
3;أريانة;أريانة;المدرسة الإعدادية الخاصة مونديال كولاج;ثانوي;55شارع معاوية ابن ابي سفيان  المنزه 6
3;أريانة;أريانة;مؤسسة المنازه للتعليم الخاص;ثانوي;100 شارع افريقيا المنزه 5 أريانة
3;أريانة;رواد;المدرسة الأعدادية الخاصة روبار الصغير;ثانوي;26 نهج بني حسان برج الوزير سكرة، أريانة
3;أريانة;سكرة;المدرسة الإعدادية مونتانيو;ثانوي;24 نهج المسعودي شطرانة 3 سكرة أريانة
3;أريانة;رواد;المعهد الخاص المثالية الغزالة رواد;ثانوي;المنطقة الصناعية شطرانة 2 ، مقسم 102 رواد
3;أريانة;سكرة;المدرسة الإعدادية لاجوكندا;ثانوي;إقامة الياس دار فضال سكرة
3;أريانة;أريانة;المدرسة الإعدادية الخاصة دار الاسرة شارلماني المنزه السادس;ثانوي;02 نهج المعهد المنزه6
3;أريانة;أريانة;"المدرسة الإعدادية الخاصة ""best college"" بالنصر2";ثانوي;المدرسة الاعدادية الخاصة باست كولاج .4نهج مدينة الرضوة. النصر2
3;أريانة;أريانة;"المدرسة الإعدادية الخاصة ""turing school"" بأريانة";ثانوي;نهج الرباط  المنزه8، أريانة
3;أريانة;المنيهلة;"المعهد الخاص النخبة "" les elites"" بحدائق المنزه";ثانوي;1 شارع النرجس حدائق المنزه2 
4;منوبة;طبربة;المعهد الثانوي الخاص الحرية - طبربة;ثانوي;حي السويح 2 طبربة
4;منوبة;منوبة;المعهد الثانوي الخاص الأمين - الدّندان;ثانوي;12 نهج الصناعات التقليدية الدندان
4;منوبة;منوبة;المعهد الثانوي الخاص الأحمدية - منّوبة;ثانوي;3 نهج سجنان حي الامل الدندان 
4;منوبة;منوبة;المعهد الثانوي الخاص أريج العلم - منّوبة;ثانوي;29 شارع فرحات حشاد منوبة 
4;منوبة;واد الليل;المعهد الثانوي الخاص الطاهر الحداد وادي الليل;ثانوي;ساحة المغرب العربي الكبير
4;منوبة;المرناقية;المعهد الثانوي الخاص السليم - المرناقيّة;ثانوي;04 نهج طه حسين حي البساتين المرناقية
4;منوبة;برج العامري;المعهد الثانوي الخاص العلماء - برج العامري;ثانوي;الحي الصناعي شارع الحبيب بورقيبة برج العامري
4;منوبة;منوبة;المعهد الثانوي الخاص المنيار - وادي قريانة;ثانوي;نهج جورجي زيدان حي الوفاق عدد1 الدندان
4;منوبة;واد الليل;المعهد الثانوي الخاص حنّبعل - وادي اللّيل;ثانوي;الطابق الثاني، إقامة الصمعي بوادي الليل
4;منوبة;المرناقية;المعهد الثانوي الخاص الصادقية - المرناقية;ثانوي;شارع الحبيب بورقيبة - المرناقية 
4;منوبة;منوبة;المدرسة الإعداديّة الخاصّة ابن رشد - منّوبة;ثانوي;2 نهج بلجيكيا منوبة
4;منوبة;منوبة;المدرسة الإعداديّة الخاصّة الاسكندر الأكبر- منّوبة;ثانوي;11 شارع فرحات حشاد منوبة 
4;منوبة;منوبة;المدرسة الإعداديّة الخاصّة الغد - منّوبة;ثانوي;56نهج قصر السعيد حي الأمل الدندان منوبة
4;منوبة;البطان;المعهد الخاص النّور - البطّان;ثانوي;حي بن غنية البطان
4;منوبة;منوبة;المعهد الخاص ماري كوري بمنوبة;ثانوي;30 نهج الشغالين منوبة 2010
5;بن عروس;حمام الأنف;المعهد الخاص بوقرنين;ثانوي;26 نهج علي باش حامبة حمام الانف
5;بن عروس;الزهراء;المدرسة الإعدادية الخاصة سليمة الزهراء;ثانوي;الطريق الرئيسي رقم 1 كم 13.7 الزهراء 
5;بن عروس;مقرين;المعهد الخاص الأمل سيدي رزيق;ثانوي;03 نهج الإمام إبن عرفة مقرين
5;بن عروس;رادس;المعهد الخاص التوفيق رادس;ثانوي;23 شارع فرحات حشاد رادس
5;بن عروس;بن عروس;المعهد الخاص ابن سينا بن عروس;ثانوي;
5;بن عروس;فوشانة;المعهد الخاص المتنبي فوشانة;ثانوي;نهج بيرم التونسي حي العمري فوشانة 
5;بن عروس;حمام الأنف;المعهد الخاص المنهل حمام الأنف;ثانوي;75 نهج الفاضل بن عاشور حمام الأنف 
5;بن عروس;المحمدية;المعهد الخاص النجاح المحمدية;ثانوي;نهج معهد المحمدية 2
5;بن عروس;الزهراء;المعهد الخاص الأجيال الزهراء;ثانوي;48 شارع 14 جانفي الزهراء
5;بن عروس;مرناق;المعهد الخاص صميدة للتدارك مرناق;ثانوي;شارع فرحات حشاد مرناق
5;بن عروس;مرناق;المعهد الخاص التوحيدي مرناق;ثانوي;نهج بلال ابن رباح حي النزهة مرناق
5;بن عروس;بن عروس;المعهد الخاص الطاهر بن عاشور بن عروس;ثانوي; 31نهج محمد الخامس بن عروس
5;بن عروس;بومهل البساتين;المعهد الخاص القرماسي بومهل;ثانوي;66 شارع الحرية بومهل البساتين
5;بن عروس;المدينة الجديدة;المعهد الخاص أمل النجاح المدينة;ثانوي;305 شارع فيصل بن عبد العزيز المدينة الجديدة
5;بن عروس;المروج;المدرسة الإعدادية الخاصة لاجوكندا المروج;ثانوي;نهج بن منظور المروج 1
5;بن عروس;مقرين;المدرسة الإعدادية الخاصة الحمائم الثلاث مقرين;ثانوي;1.الطريق الحزامية z4 مقرين2014
5;بن عروس;المروج;المعهد الخاص ابن رشد المروج;ثانوي;108 شارع روما المروج الرابع
5;بن عروس;فوشانة;المعهد الخاص الإمام سحنون;ثانوي;حي  الوفاق فوشانة
5;بن عروس;بومهل البساتين;المدرسة الإعدادية الخاصة الطالب بومهل;ثانوي;02 نهج ايطاليا بومهل
5;بن عروس;حمام الأنف;مدرسة مونتسوري الدولية حمام الأنف;ثانوي;04 نهج قابس حمام الأنف 
5;بن عروس;مرناق;المعهد الخاص نيبر بمرناق;ثانوي;شارع المنجي سليم
5;بن عروس;رادس;المعهد الخاص أبولو تنجر سكول;ثانوي;6 نهج الضفة  الوليجة رادس 
5;بن عروس;فوشانة;المعهد الخاص الشابي للنجاح بنعسان;ثانوي;7 نهج الوفاء حي فيالة نعسان
5;بن عروس;مقرين;م إعدادية .خ الجيل الجديد (أولادي)مقرين;ثانوي;13  نهج لويس باستور مقرين
5;بن عروس;الزهراء;المدرسة الإعدادية الخاصة طريق المعرفة الزهراء;ثانوي;    56 شارع الحبيب ثامر الزهراء                                               
5;بن عروس;المروج;المعهد الخاص شوقي سكول بالمروج 1;ثانوي;شارع الحبيب ثامر المروج 1
5;بن عروس;رادس;المدرسة الإعدادية الخاصة نور الدين السعيدي برادس;ثانوي;83 شارع الحبيب بورقيبة
5;بن عروس;حمام الشط;المدرسة الإعدادية الخاصة بلقيس;ثانوي;18 نهج ابن رشيق - حمام الشط
5;بن عروس;المدينة الجديدة;"المدرسة الإعدادية الخاصة بيونر"" pioneer"" المدينة الجديدة";ثانوي;51 نهج فيصل بن عبدالعزيز المدينة الجديدة
5;بن عروس;المروج;المعهد الخاص 'الإمتياز' بالمروج 6;ثانوي;تقسيم  AFH عدد E63 المروج 6
5;بن عروس;المروج;"العهدالخاص"" البوسليمي سكول"" المروج الرابع";ثانوي;1شارع روما المروج4
5;بن عروس;رادس;المدرسة الإعدادية الخاصة إكسال هاي سكول رادس مليان;ثانوي;نهج تونس رادس
5;بن عروس;مقرين;"المدرسة الإعدادية الخاصة المرج الأخضر ""le pré vert""";ثانوي;93شارع الجمهورية مقرين كطو
5;بن عروس;رادس;المعهد الخاص الياسمين برادس;ثانوي;10 نهج فاس رادس مليان
5;بن عروس;بومهل البساتين;المعهد الخاص شالنج سكول ببومهل;ثانوي;19 نهج المانية حي البساتين بومهل
5;بن عروس;فوشانة;المدرسة الإعدادية الخاصة الإحسان;ثانوي;شارع الحرية فوشانة بن عروس
6;زغوان;زغوان;المعهد الخاص بيازيد بزغوان;ثانوي;حي البساتين زغوان
6;زغوان;زغوان;النسرين زغوان;ثانوي;نهج تستور الكنيسة القديمة زغوانن
6;زغوان;زغوان;ابن عرفة الفحص;ثانوي;طريق  القيروان شارغ  02 مارس  الفحص
6;زغوان;الناظور;المعهد الخاص الإمتياز بالناظور;ثانوي;شارع 14  جانفي طريق النفيضة الناظور زغوان
6;زغوان;زغوان;المعهد الخاص البخاري +;ثانوي;طريق جيملة زغوان 1100
6;زغوان;زغوان;المدرسة الإعدادية الخاصة اللوز سكول;ثانوي;شارع الأرض زغوان
7;بنزرت;منزل بورقيبة;المعهد الخاص النجـــاح;ثانوي;نهج الحبيب بوقطفة 
7;بنزرت;ماطر;المعهد الخاص خـالـد بـن الوليـد;ثانوي;نهج بالمة ماطر
7;بنزرت;رأس الجبل;المعهد الخاص آفــاق جــديـدة;ثانوي;شارع 14 جانفي رأس الجبل
7;بنزرت;بنزرت الشمالية;المعهد الخاص حنبعــل;ثانوي;
7;بنزرت;رأس الجبل;المعهد الخاص المتنبــي;ثانوي;نهج أبو حامد الغزالي برأس الجبل 
7;بنزرت;سجنان;المعهد الخاص الـرقـي سجنــان;ثانوي;شارع بورقيبة سجنان
7;بنزرت;ماطر;المعهد الخاص الأمـل;ثانوي;14 نهج البنفسج حي الزهور ماطر
7;بنزرت;بنزرت الشمالية;المعهد الخاص ابن رشيــق;ثانوي;نهج اسبانيا
7;بنزرت;منزل بورقيبة;المعهد الخاص الغـزالـي منزل بورقيبة;ثانوي;09 نهج الحبيب بوقطفة منزل بورقيبة
7;بنزرت;بنزرت الشمالية;المعهد الخاص المعرفة;ثانوي;56 نهج روسيا بنزرت
7;بنزرت;بنزرت الشمالية;المعهد الخاص الـوفـاق;ثانوي;
7;بنزرت;العالية;المعهد الخاص الغـزالـي العـاليــة;ثانوي;شارع الحبيب بورقيبة العالية
7;بنزرت;بنزرت الشمالية;المعهد الخاص بيـت الحكمـة;ثانوي;3  نهج  با ش     حانبه 
7;بنزرت;بنزرت الشمالية;المدرسة الإعدادية الخاصة الإمتياز;ثانوي;4 نهج يوغرطة عين مريم بنزرت
7;بنزرت;ماطر;المعهد الخاص ابن رشد;ثانوي;حي الزهور 2 ماطر
7;بنزرت;بنزرت الشمالية;المدرسة الإعدادية الخاصة المستقبل;ثانوي;171شارع حسن النوري بنزرت
7;بنزرت;منزل بورقيبة;المدرسة الإعدادية الخاصة قرطاج;ثانوي;10نهج باجة منزل بورقيبة
7;بنزرت;بنزرت الشمالية;المدرسة الإعدادية الخاصة النخبة;ثانوي;شارع علي النوري الكرنيش بنزرت 
7;بنزرت;بنزرت الشمالية;المدرسة الإعدادية الخاصة الجلجلي التحدي;ثانوي;14 تقسيم الصدقاوي البحيرة بنزرت
7;بنزرت;بنزرت الشمالية;المعهد الخاص التنوير;ثانوي;عمارة بن رحومة حي الطيران واد المرج بنزرت
7;بنزرت;بنزرت الشمالية;المدرسة الإعدادية الخاصة النجباء;ثانوي;66 شارع فرحات حشاد بنزرت
7;بنزرت;منزل بورقيبة;المدرسة الإعدادية الخاصة الكواكب;ثانوي;نهج الفل منزل يورقيبة
7;بنزرت;بنزرت الشمالية;المدرسة الإعدادية الجيل الجديد;ثانوي;نهج الصنهاجين حي النخلة بنزرت
7;بنزرت;منزل بورقيبة;المدرسة الخاصة فيري فيل;ثانوي;نهج أبو القاسم الشابي عدد 10 منزل بورقيبة
7;بنزرت;بنزرت الشمالية;المعهد الخاص الإمتياز;ثانوي;شارع خليل الفوشالي حي الصحة بنزرت
7;بنزرت;بنزرت الشمالية;المعهد الخاص البلومي للإرادة;ثانوي;نهج عبد العزيز الثعالبي
7;بنزرت;منزل جميل;"المعهد الخاص ""نحو المجد""";ثانوي;زنقة أمين الريحاني شارع الحبيب بورقيبة
7;بنزرت;بنزرت الشمالية;المعهد الخاص دافنتشي;ثانوي;99 مكرر الكرنيش 2 البحيرة 
7;بنزرت;تينجة;"المعهد الخاص "" غاندي"" بتينجة";ثانوي;حي الفتح تينجة 
7;بنزرت;تينجة;"المدرسة الإعدادية الخاصة "" الفارابي "" بتينجة";ثانوي;نهج سبيطلة تينجة
7;بنزرت;منزل بورقيبة;"المعهد الخاص "" الفاتح "" بمنزل بورقيبة";ثانوي;3 نهج سوسة منزل بورقيبة
7;بنزرت;منزل بورقيبة;"المعهد الخاص "" رامانوجان "" بمنزل بورقيبة";ثانوي;نهج ابن رشد منزل بورقيبة
7;بنزرت;العالية;"المدرسة الإعدادية الخاصة "" الجيل الرائد"" بالعالية";ثانوي;شارع المغرب العربي 
7;بنزرت;بنزرت الشمالية;"المدرسة الإعدادية الخاصة "" Gustave Effel"" ببنزرت الشمالية";ثانوي;شارع عين مريم طريق الناظور
7;بنزرت;رأس الجبل;المدرسة الخاصة البيروني;ثانوي;رأس الجبل طريق تونس
7;بنزرت;العالية;م.إ privilege School;ثانوي;شارع الحبيب بورقيبة  طريق بنزرت
7;بنزرت;بنزرت الشمالية;م, إ. الخاصة jule Verne;ثانوي;نهج الإمام مالك حي عين مريم بنزرت 
8;باجة;باجة الشمالية;المعهد الخاص ابن خلدون;ثانوي;شارع الجمهورية باجة الجنوبية
8;باجة;مجاز الباب;المعهد الخاص العزيز;ثانوي;حى الاساتذة مجاز الباب
8;باجة;نفزة;المعهد الخاص الخنساء;ثانوي;حي الإستقلال عدد43
8;باجة;تبرسق;المعهد الخاص الامل تبرسق;ثانوي;شارع المغرب العربي الكبير
8;باجة;مجاز الباب;المعهد الخاص العلا;ثانوي;13 شارع الهادي شاكر مجاز الباب
